城市,行政区,小区地址,小区名称,小区户型,户型类型,面积,租金,租金付款方式,更新时间
杭州,余杭区乔司,距1号线乔司南站步行约1231米,复地连城国际,4室1厅,楼层6/11,13㎡,1430,季付价,2011年建成
杭州,江干区景芳,距4号线新塘站步行约1091米,水湘人家东苑,3室1厅,楼层7/18,13.7㎡,2230,季付价,2012年建成
杭州,余杭区良渚,距2号线白洋站步行约920米,上实海上海,4室1厅,楼层5/26,12㎡,1360,季付价,2018年建成
杭州,上城区近江,距1号线近江站步行约664米,滨江新苑,3室1厅,楼层5/7,12.6㎡,2490,季付价,1998年建成
杭州,余杭区良渚,距2号线白洋站步行约920米,上实海上海,4室1厅,楼层4/26,12㎡,1360,季付价,2018年建成
杭州,余杭区临平,距1号线南苑站步行约1365米,红联九漾华庭西区,4室1厅,楼层17/17,16㎡,1630,季付价,暂无数据
杭州,上城区近江,距1号线近江站步行约665米,耀江福村,4室1厅,楼层4/7,10㎡,1890,季付价,2000年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层6/7,7.9㎡,1760,季付价,1996年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1121米,三里新城荷苑,3室1厅,楼层21/24,16.8㎡,1960,季付价,2004年建成
杭州,拱墅区桥西,距5号线大运河站站步行约966米,嘉泰馨庭,5室1厅,楼层16/18,16.4㎡,1860,季付价,2009年建成
杭州,江干区钱江新城,距2号线钱江路站步行约391米,钱江三苑,4室1厅,楼层3/6,8.5㎡,1860,季付价,2009年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约594米,中山花园,4室1厅,楼层7/32,12㎡,2230,季付价,1999年建成
杭州,上城区近江,距1号线近江站步行约528米,近江家园九园,3室1厅,楼层2/6,11.9㎡,2590,季付价,2000年建成
杭州,拱墅区桥西,距5号线大运河站站步行约569米,吉如家园,3室1厅,楼层10/18,9㎡,1590,季付价,2009年建成
杭州,江干区城东新城,距1号线彭埠站步行约1471米,滨江德信东方星城,4室1厅,楼层1/17,11.4㎡,1730,季付价,2017年建成
杭州,江干区九堡,距1号线客运中心站步行约1091米,中兴九洲芳园,4室1厅,楼层14/18,9.4㎡,1590,季付价,2011年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,2室1厅,楼层3/6,12.77㎡,2060,季付价,2001年建成
杭州,余杭区亲亲家园,距2号线金家渡站步行约266米,协安蓝郡,4室1厅,楼层7/16,10.6㎡,1490,季付价,2016年建成
杭州,滨江区西兴,距1号线滨和路站步行约1078米,迎春南苑,4室1厅,楼层3/6,13.4㎡,2160,季付价,2000年建成
杭州,江干区闸弄口,距4号线新风站步行约1522米,紫玉福邸,3室1厅,楼层6/16,10㎡,1930,季付价,2016年建成
杭州,萧山区湘湖,距1号线湘湖站步行约1372米,湖头陈花苑,4室1厅,楼层2/6,17.8㎡,1990,季付价,暂无数据
杭州,余杭区乔司,距1号线翁梅站步行约757米,金地艺境,4室1厅,楼层4/17,11.9㎡,1330,季付价,2017年建成
杭州,上城区近江,距4号线近江站步行约874米,世纪坊,4室1厅,楼层4/7,14㎡,1930,季付价,1998年建成
杭州,西湖区紫金港,距2号线三墩站步行约1115米,中旅紫金名门,5室1厅,楼层5/8,11㎡,1760,季付价,2016年建成
杭州,下城区丝绸城,距2号线建国北路站步行约573米,新华坊社区,3室1厅,楼层10/18,11㎡,2090,季付价,2000年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层4/18,8.4㎡,1660,季付价,2016年建成
杭州,江干区火车东站,距4号线新风站步行约1904米,锦润公寓,4室1厅,楼层3/16,11.7㎡,1830,季付价,2015年建成
杭州,江干区火车东站,距4号线新风站步行约722米,新风丽都北苑,4室1厅,楼层18/22,9㎡,1990,季付价,2012年建成
杭州,上城区近江,距1号线婺江路站步行约1005米,近江苑,3室1厅,楼层6/7,11.8㎡,2330,季付价,1995年建成
杭州,滨江区明月江南,距1号线滨和路站步行约618米,迎春北苑,3室1厅,楼层3/6,12.96㎡,2230,季付价,2005年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约1060米,金都新城,6室1厅,楼层5/6,13.5㎡,2060,季付价,1998年建成
杭州,上城区近江,距1号线婺江路站步行约1005米,近江苑,3室1厅,楼层7/7,11.6㎡,2230,季付价,1995年建成
杭州,西湖区紫金港,距2号线三坝站步行约513米,耀江文鼎苑,4室1厅,楼层1/22,11.3㎡,1890,季付价,2010年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层14/25,10.6㎡,1930,季付价,2011年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,5室1厅,楼层28/34,13.1㎡,1790,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,4室1厅,楼层6/34,17.7㎡,1890,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层30/34,10.3㎡,1730,季付价,暂无数据
杭州,江干区景芳,距4号线新塘站步行约1394米,中企艮山府,4室1厅,楼层2/24,11㎡,1730,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层26/34,10.3㎡,1730,季付价,暂无数据
杭州,西湖区紫金港,距2号线三墩站步行约1115米,中旅紫金名门,4室1厅,楼层30/33,8.2㎡,1690,季付价,2016年建成
杭州,余杭区临平,距1号线临平站步行约1104米,君临天下,4室1厅,楼层12/16,20㎡,1560,季付价,2010年建成
杭州,拱墅区申花,距5号线萍水街站站步行约1457米,九龙仓珑玺,5室1厅,楼层14/24,14.9㎡,1790,季付价,2017年建成
杭州,余杭区临平,距1号线南苑站步行约162米,余之城,4室1厅,楼层31/31,12.1㎡,1330,季付价,2016年建成
杭州,江干区南肖埠,距2号线庆菱路站步行约702米,南肖埠北景西苑,5室1厅,楼层5/7,11.6㎡,2190,季付价,1998年建成
杭州,西湖区文一西路,距2号线文新站步行约1020米,桂花城,3室1厅,楼层3/6,14.7㎡,2290,季付价,暂无数据
杭州,西湖区三墩,距2号线墩祥街站步行约1803米,协安紫郡,7室1厅,楼层17/18,20.1㎡,1690,季付价,2016年建成
杭州,拱墅区申花,距2号线三墩站步行约1477米,丽晶湾,4室1厅,楼层11/22,17.07㎡,1630,季付价,2013年建成
杭州,拱墅区申花,距2号线三墩站步行约602米,天阳美林湾,4室1厅,楼层10/16,12.12㎡,1690,季付价,2012年建成
杭州,上城区近江,距1号线近江站步行约664米,滨江新苑,3室1厅,楼层7/7,11.7㎡,2430,季付价,1998年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,5室1厅,楼层22/34,13.4㎡,1790,季付价,2017年建成
杭州,西湖区翠苑,距2号线学院路站步行约1249米,翠苑东二区,3室1厅,楼层5/7,11.77㎡,1890,季付价,1994年建成
杭州,下城区朝晖,距1号线打铁关站步行约1141米,现代雅苑,5室1厅,楼层9/26,11.7㎡,1990,季付价,2004年建成
杭州,江干区四季青,距2号线庆菱路站步行约687米,采荷新村,2室1厅,楼层7/7,12㎡,2160,季付价,1988年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1121米,三里新城荷苑,3室1厅,楼层21/24,8.8㎡,1730,季付价,2004年建成
杭州,萧山区萧山经济开发区,距2号线曹家桥站步行约2044米,恒大帝景,6室1厅,楼层9/30,13.4㎡,1730,季付价,2016年建成
杭州,江干区普福,距1号线九和路站步行约1110米,保利梧桐语,4室1厅,楼层17/17,13.7㎡,1790,季付价,2015年建成
杭州,拱墅区桥西,距5号线拱宸桥东站站步行约867米,紫荆家园,4室1厅,楼层2/6,13㎡,1990,季付价,2002年建成
杭州,西湖区申花,距5号线三坝站站步行约1107米,政苑小区,4室1厅,楼层1/6,10.68㎡,1690,季付价,2005年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,5室1厅,楼层34/34,13.49㎡,1790,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,5室1厅,楼层16/34,13.5㎡,1790,季付价,2017年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1705米,三里家园三区,2室1厅,楼层5/6,11.9㎡,1790,季付价,2003年建成
杭州,西湖区申花,距2号线虾龙圩站步行约841米,广宇西城年华,4室1厅,楼层17/25,9.4㎡,1660,季付价,2007年建成
杭州,西湖区文三西路,距2号线丰潭路站步行约1239米,颐景园,5室1厅,楼层2/7,11㎡,1860,季付价,2000年建成
杭州,西湖区文教,距2号线学院路站步行约1559米,华门自由21世纪,3室1厅,楼层12/27,16.7㎡,1760,季付价,2005年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层4/15,13.5㎡,1930,季付价,暂无数据
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,4室1厅,楼层9/25,11.1㎡,2260,季付价,2017年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,4室1厅,楼层6/23,12.5㎡,1930,季付价,暂无数据
杭州,拱墅区三墩,距2号线墩祥街站步行约1646米,阳光郡,5室1厅,楼层19/28,12.32㎡,1760,季付价,2016年建成
杭州,滨江区浦沿,距4号线浦沿站站步行约1944米,钱塘福苑,3室1厅,楼层20/26,13.1㎡,1690,季付价,2016年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层4/7,7.9㎡,1790,季付价,1996年建成
杭州,西湖区申花,距2号线三墩站步行约474米,首开国风美域,4室1厅,楼层17/31,9㎡,1590,季付价,2016年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层4/6,7.9㎡,1790,季付价,1996年建成
杭州,下沙区沿江北,距1号线下沙江滨站步行约485米,伊萨卡国际城浩泽园,4室1厅,楼层33/33,12.8㎡,1530,季付价,2010年建成
杭州,江干区钱江新城,距2号线钱江路站步行约391米,钱江三苑,4室1厅,楼层2/6,8.5㎡,1890,季付价,2009年建成
杭州,江干区三里亭,距1号线闸弄口站步行约958米,三里新城兰苑,4室1厅,楼层1/6,12.3㎡,1660,季付价,2005年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,3室1厅,楼层9/30,14.5㎡,1790,季付价,2017年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层9/18,9㎡,1660,季付价,2016年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层15/22,9㎡,1660,季付价,2016年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层7/18,9㎡,1660,季付价,2016年建成
杭州,下沙区高教园区西,距1号线文海南路　站步行约1520米,清雅苑,4室1厅,楼层11/15,15.1㎡,2030,季付价,2003年建成
杭州,萧山区钱江世纪城,距2号线建设一路站步行约1838米,华瑞晴庐,4室1厅,楼层2/30,10.21㎡,1630,季付价,2016年建成
杭州,余杭区良渚,距2号线白洋站步行约966米,奥克斯缔逸城,4室1厅,楼层26/31,7.66㎡,1630,季付价,2017年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1705米,三里家园三区,3室1厅,楼层2/6,12㎡,1690,季付价,2003年建成
杭州,上城区近江,距1号线近江站步行约665米,耀江福村,4室1厅,楼层7/7,11.5㎡,2030,季付价,2000年建成
杭州,萧山区萧山经济开发区,距2号线曹家桥站步行约1866米,光明尚海湾,4室1厅,楼层14/27,14.1㎡,1630,季付价,暂无数据
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,5室1厅,楼层9/30,13.2㎡,2390,季付价,2017年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约461米,和达城,3室1厅,楼层24/31,8.9㎡,1930,季付价,2013年建成
杭州,滨江区西兴,距1号线滨康路站步行约1191米,温兴风情苑,4室1厅,楼层4/6,11.3㎡,1860,季付价,2007年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层34/44,11.5㎡,1590,季付价,2018年建成
杭州,滨江区滨江区政府,距1号线滨和路站步行约683米,欣盛东方郡西区,4室1厅,楼层27/33,13.6㎡,2330,季付价,2010年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层38/44,11.5㎡,1590,季付价,2018年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层15/44,11.5㎡,1590,季付价,2018年建成
杭州,上城区湖滨,距1号线定安路站步行约433米,青年路小区,3室1厅,楼层4/6,12.63㎡,2630,季付价,1993年建成
杭州,江干区四季青,距2号线庆菱路站步行约562米,采荷小区翠柳邨,2室1厅,楼层2/6,11.9㎡,2360,季付价,1991年建成
杭州,余杭区未来科技城,距5号线良睦路站站步行约2177米,奥克斯时代未来之城,4室1厅,楼层23/48,11.5㎡,1590,季付价,2018年建成
杭州,余杭区良渚,距2号线墩祥街站步行约569米,亲亲家园四期,4室1厅,楼层1/8,17.1㎡,2090,季付价,2009年建成
杭州,拱墅区桥西,距5号线大运河站站步行约966米,嘉泰馨庭,4室1厅,楼层5/15,10.1㎡,1630,季付价,2009年建成
杭州,下城区东新,距5号线善贤站站步行约1838米,香源公寓,3室1厅,楼层5/18,16.77㎡,1760,季付价,2013年建成
杭州,萧山区萧山经济开发区,距2号线朝阳站步行约913米,九悦江南,5室1厅,楼层20/22,16.9㎡,1730,季付价,暂无数据
杭州,江干区乔司,距1号线九和路站步行约1234米,雍和府,5室1厅,楼层10/17,9.7㎡,1760,季付价,2017年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层24/34,9.1㎡,1690,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,4室1厅,楼层14/34,9.1㎡,1690,季付价,暂无数据
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约888米,雅仕苑,6室1厅,楼层5/6,12.7㎡,1890,季付价,2000年建成
杭州,江干区城东新城,距4号线新塘站步行约1982米,德信大家钱江府,4室1厅,楼层3/18,11㎡,1760,季付价,2017年建成
杭州,余杭区乔司,距1号线翁梅站步行约1126米,翁梅新苑三区,4室1厅,楼层2/16,14.5㎡,1530,季付价,暂无数据
杭州,下城区东新,距5号线善贤站站步行约1838米,香源公寓,3室1厅,楼层14/18,16.7㎡,1660,季付价,2013年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1705米,三里家园三区,3室1厅,楼层8/18,12.6㎡,1790,季付价,2003年建成
杭州,西湖区良渚,距2号线白洋站步行约1585米,龙湖水晶郦城,4室1厅,楼层29/31,12㎡,1560,季付价,2018年建成
杭州,拱墅区湖墅,距2号线沈塘桥站步行约863米,半道红小区,4室1厅,楼层4/5,11.9㎡,2230,季付价,1993年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1449米,朝晖八区,2室1厅,楼层4/6,11.3㎡,2190,季付价,1989年建成
杭州,江干区闸弄口,距4号线新风站步行约1060米,天运花园,4室1厅,楼层11/18,13.3㎡,2130,季付价,2006年建成
杭州,下城区莫衙营,距2号线建国北路站步行约541米,东园巷,2室1厅,楼层3/7,12.9㎡,2590,季付价,暂无数据
杭州,江干区城东新城,距1号线彭埠站步行约936米,德信浙旅东宸,4室1厅,楼层2/11,10㎡,1860,季付价,2017年建成
杭州,上城区近江,距1号线近江站步行约665米,耀江福村,4室1厅,楼层2/7,10.8㎡,2790,季付价,2000年建成
杭州,拱墅区申花,距5号线萍水街站站步行约1457米,九龙仓珑玺,4室1厅,楼层23/24,17.6㎡,1860,季付价,2017年建成
杭州,西湖区未来科技城,距5号线蒋村站站步行约1295米,融创河滨之城雨澜轩,4室1厅,楼层14/18,11.5㎡,2090,季付价,2016年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约600米,宋都晨光国际,4室1厅,楼层9/42,10㎡,1460,季付价,2015年建成
杭州,余杭区乔司,距1号线乔司站步行约432米,朗诗花漫里,7室1厅,楼层6/7,10㎡,1430,季付价,暂无数据
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层11/34,10.3㎡,1760,季付价,暂无数据
杭州,上城区近江,距1号线近江站步行约890米,天福花园,3室1厅,楼层4/7,9.4㎡,2360,季付价,1998年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约211米,佳境天城天合苑,6室1厅,楼层16/26,16.2㎡,2090,季付价,2007年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,4室1厅,楼层8/30,15.6㎡,1990,季付价,2017年建成
杭州,萧山区萧山经济开发区,距2号线朝阳站步行约913米,九悦江南,3室1厅,楼层12/22,9.6㎡,1530,季付价,暂无数据
杭州,西湖区古荡,距2号线古翠路站步行约992米,康新花园,4室1厅,楼层2/8,13.1㎡,2030,季付价,1999年建成
杭州,拱墅区拱宸桥,距5号线善贤站站步行约1988米,中国铁建国际汇,7室1厅,楼层24/24,13㎡,1790,季付价,2015年建成
杭州,余杭区三墩,距2号线金家渡站步行约207米,铭雅苑西区,6室1厅,楼层6/6,13.2㎡,1590,季付价,2004年建成
杭州,江干区火车东站,距1号线彭埠站步行约2035米,金色黎明二期,4室1厅,楼层5/16,13.2㎡,1760,季付价,2015年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层17/34,9.8㎡,1690,季付价,暂无数据
杭州,拱墅区申花,距5号线萍水街站站步行约642米,西铭苑,3室1厅,楼层2/17,11.8㎡,1660,季付价,2009年建成
杭州,拱墅区信义坊,距2号线学院路站步行约1454米,浪琴翠园,4室1厅,楼层4/11,15.7㎡,2160,季付价,暂无数据
杭州,滨江区明月江南,距1号线滨和路站步行约666米,迎春小区,4室1厅,楼层3/6,11.9㎡,2160,季付价,2005年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1738米,丰润家园,4室1厅,楼层3/22,14.9㎡,1890,季付价,2018年建成
杭州,西湖区未来科技城,距5号线蒋村站站步行约1295米,融创河滨之城雨澜轩,4室1厅,楼层18/18,15㎡,1690,季付价,2016年建成
杭州,江干区火车东站,距1号线彭埠站步行约1853米,金色黎明一期,4室1厅,楼层16/16,12.6㎡,1760,季付价,2013年建成
杭州,江干区景芳,距4号线新塘站步行约1394米,中企艮山府,3室1厅,楼层6/24,10.1㎡,2060,季付价,2017年建成
杭州,滨江区浦沿,距4号线浦沿站站步行约1944米,钱塘福苑,3室1厅,楼层24/26,14㎡,1690,季付价,2016年建成
杭州,拱墅区拱宸桥,距5号线善贤站站步行约1988米,中国铁建国际汇,4室1厅,楼层6/24,11㎡,1760,季付价,2015年建成
杭州,萧山区萧山经济开发区,距2号线曹家桥站步行约1866米,光明尚海湾,4室1厅,楼层3/27,14.1㎡,1590,季付价,暂无数据
杭州,江干区景芳,距4号线景芳站步行约1132米,水湘人家南苑,4室1厅,楼层3/11,11.9㎡,1990,季付价,2012年建成
杭州,江干区景芳,距4号线新塘站步行约1091米,水湘人家东苑,3室1厅,楼层16/18,9.3㎡,2030,季付价,2012年建成
杭州,江干区闸弄口,距1号线闸弄口站步行约738米,天成嘉苑,4室1厅,楼层7/11,11㎡,1960,季付价,2005年建成
杭州,上城区复兴,距4号线复兴路站站步行约794米,美政花苑,4室1厅,楼层7/18,11.6㎡,2290,季付价,1998年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约1487米,世茂江滨花园峻景湾,3室1厅,楼层24/33,14㎡,1530,季付价,2011年建成
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,4室1厅,楼层1/5,13.56㎡,1990,季付价,1998年建成
杭州,滨江区浦沿,距4号线浦沿站站步行约1944米,钱塘福苑,3室1厅,楼层2/28,13.1㎡,1930,季付价,2016年建成
杭州,上城区近江,距4号线城星路站步行约925米,华龙家园,4室2厅,楼层6/7,13㎡,2190,季付价,1998年建成
杭州,上城区近江,距4号线城星路站步行约925米,华龙家园,4室2厅,楼层6/7,13㎡,2190,季付价,1998年建成
杭州,江干区火车东站,距1号线彭埠站步行约1095米,远洋万和四季,4室1厅,楼层5/16,11㎡,1560,季付价,2017年建成
杭州,江干区城东新城,距1号线彭埠站步行约1471米,滨江德信东方星城,4室1厅,楼层16/17,9㎡,1660,季付价,2017年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层12/18,8.8㎡,1660,季付价,2016年建成
杭州,西湖区三墩,距2号线三墩站步行约660米,新世纪花苑,3室1厅,楼层1/6,16.9㎡,1830,季付价,2002年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1814米,滨江江南之星,5室1厅,楼层19/34,10.2㎡,1760,季付价,暂无数据
杭州,西湖区竞舟商圈,距2号线文新站步行约961米,南都花园二区,4室1厅,楼层6/7,11.1㎡,1830,季付价,1999年建成
杭州,西湖区申花,距2号线古翠路站步行约1391米,西苑小区(西湖),3室1厅,楼层6/7,13.7㎡,2130,季付价,1995年建成
杭州,拱墅区申花,距2号线三墩站步行约1477米,丽晶湾,4室1厅,楼层11/22,8.86㎡,1590,季付价,2013年建成
杭州,拱墅区三墩,距2号线墩祥街站步行约1646米,阳光郡,4室1厅,楼层5/24,11.6㎡,1530,季付价,2016年建成
杭州,萧山区钱江世纪城,距2号线建设一路站步行约1857米,中国铁建青秀城,4室1厅,楼层11/18,10.47㎡,1660,季付价,2015年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,4室1厅,楼层24/26,14㎡,2090,季付价,2016年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层6/6,9.7㎡,1790,季付价,2001年建成
杭州,江干区景芳,距4号线景芳站步行约1132米,水湘人家南苑,4室1厅,楼层5/6,14.3㎡,2260,季付价,2012年建成
杭州,江干区景芳,距4号线景芳站步行约995米,景芳东区,4室1厅,楼层6/7,13.2㎡,1890,季付价,1985年建成
杭州,江干区景芳,距4号线新塘站步行约1012米,水湘人家西苑,3室1厅,楼层13/21,12.9㎡,2330,季付价,2016年建成
杭州,余杭区乔司,距1号线翁梅站步行约1126米,翁梅新苑三区,5室1厅,楼层13/16,14.5㎡,1590,季付价,暂无数据
杭州,西湖区山水商圈,距2号线丰潭路站步行约1380米,山水人家清水湾,4室1厅,楼层2/6,9.8㎡,1890,季付价,2006年建成
杭州,萧山区萧山区政府,距1号线滨康路站步行约1535米,中国铁建江南国际城,4室1厅,楼层13/34,11.1㎡,1930,季付价,2017年建成
杭州,萧山区湘湖,距1号线湘湖站步行约1372米,湖头陈花苑,4室1厅,楼层6/6,13.48㎡,1590,季付价,暂无数据
杭州,余杭区乔司,距1号线翁梅站步行约597米,翁梅新苑一区,4室1厅,楼层4/17,14㎡,4783,季付价,暂无数据
杭州,西湖区竞舟商圈,距2号线文新站步行约594米,湖畔花园太子苑,6室1厅,楼层2/4,8.7㎡,4873,季付价,2002年建成
杭州,余杭区乔司,距1号线翁梅站步行约597米,翁梅新苑一区,4室1厅,楼层3/17,14㎡,4783,季付价,暂无数据
杭州,西湖区文新,距2号线文新站步行约732米,新金都城市花园,5室1厅,楼层6/6,12.76㎡,4663,季付价,1998年建成
杭州,江干区城东新城,距1号线彭埠站步行约1471米,滨江德信东方星城,5室1厅,楼层3/17,13.3㎡,4883,季付价,2017年建成
杭州,上城区复兴,距4号线复兴路站站步行约794米,美政花苑,3室1厅,楼层5/7,11.9㎡,0463,季付价,1998年建成
杭州,拱墅区湖墅,距2号线沈塘桥站步行约1087米,稻香园北区,4室1厅,楼层3/7,11.83㎡,4673,季付价,1998年建成
杭州,西湖区竞舟商圈,距2号线文新站步行约961米,南都花园二区,4室1厅,楼层4/6,14.13㎡,4173,季付价,1996年建成
杭州,西湖区文教,距2号线沈塘桥站步行约1424米,白荡海人家,4室1厅,楼层7/16,11.7㎡,4163,季付价,2005年建成
杭州,下城区宝善,距2号线建国北路站步行约550米,树园,2室1厅,楼层4/7,49.6㎡,K763,季付价,1990年建成
杭州,江干区景芳,距4号线新塘站步行约616米,景芳六区,5室1厅,楼层6/6,11.3㎡,0383,季付价,1999年建成
杭州,滨江区滨江区政府,距1号线江陵路站步行约381米,钱塘春晓,4室1厅,楼层12/18,11.9㎡,0073,季付价,2006年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1071米,朝晖四区,4室1厅,楼层5/6,11.93㎡,4673,季付价,1996年建成
杭州,江干区景芳,距4号线新塘站步行约1382米,云河西园,3室1厅,楼层1/18,12㎡,4883,季付价,暂无数据
杭州,西湖区文三西路,距2号线文新站步行约1384米,金田花园,4室1厅,楼层2/7,9.8㎡,4H83,季付价,1999年建成
杭州,江干区火车东站,距1号线彭埠站步行约1853米,金色黎明一期,4室1厅,楼层13/16,12㎡,4863,季付价,2013年建成
杭州,江干区火车东站,距1号线彭埠站步行约1853米,金色黎明一期,4室1厅,楼层3/16,8.2㎡,4883,季付价,2013年建成
杭州,拱墅区万达,距5号线大运河站站步行约2109米,宝嘉誉峰,4室1厅,楼层8/23,11.3㎡,4883,季付价,2017年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,3室1厅,楼层10/24,9㎡,4583,季付价,2011年建成
杭州,西湖区文教,距2号线沈塘桥站步行约1424米,白荡海人家,5室1厅,楼层2/7,11.8㎡,4163,季付价,2005年建成
杭州,下城区朝晖,距1号线打铁关站步行约1670米,现代景苑,3室1厅,楼层4/23,12.9㎡,0083,季付价,2004年建成
杭州,江干区钱江新城,距2号线钱江路站步行约391米,钱江三苑,4室1厅,楼层3/6,8.7㎡,4683,季付价,2009年建成
杭州,上城区近江,距4号线城星路站步行约925米,华龙家园,3室1厅,楼层1/8,12.2㎡,0773,季付价,1998年建成
杭州,拱墅区申花,距2号线三墩站步行约1304米,雍荣华庭,4室1厅,楼层30/30,10.8㎡,0073,季付价,2017年建成
杭州,拱墅区桥西,距5号线大运河站站步行约1241米,名城燕园,4室1厅,楼层7/11,12.1㎡,4H63,季付价,2010年建成
杭州,江干区景芳,距4号线景芳站步行约1132米,水湘人家南苑,4室1厅,楼层3/6,13.5㎡,0063,季付价,2012年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1531米,广利佳苑,4室1厅,楼层3/11,11.7㎡,4H73,季付价,2004年建成
杭州,拱墅区申花,距5号线萍水街站站步行约999米,景瑞悦西台,4室1厅,楼层1/27,9.1㎡,4H73,季付价,2017年建成
杭州,余杭区乔司,距1号线翁梅站步行约597米,翁梅新苑一区,3室1厅,楼层12/17,11㎡,4783,季付价,暂无数据
杭州,滨江区浦沿,距4号线杨家墩站站步行约428米,银爵世纪公寓,4室1厅,楼层29/32,10.3㎡,0383,季付价,2008年建成
杭州,上城区近江,距1号线近江站步行约651米,近江家园二园,2室1厅,楼层2/6,10.4㎡,2560,季付价,2000年建成
杭州,江干区景芳,距4号线新塘站步行约1091米,水湘人家东苑,3室1厅,楼层4/16,9.1㎡,2130,季付价,2012年建成
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,4室1厅,楼层8/18,8.4㎡,1730,季付价,2010年建成
杭州,拱墅区申花,距5号线萍水街站站步行约994米,黄龙金茂悦,5室1厅,楼层27/27,14.53㎡,1990,季付价,2015年建成
杭州,拱墅区申花,距5号线萍水街站站步行约642米,西铭苑,4室1厅,楼层8/17,12.05㎡,1790,季付价,2009年建成
杭州,上城区近江,距1号线婺江路站步行约518米,婺江家园一园,3室1厅,楼层16/28,10.6㎡,2130,季付价,2000年建成
杭州,拱墅区申花,距2号线三墩站步行约1573米,雍景湾(拱墅),4室1厅,楼层27/27,15.1㎡,1890,季付价,2017年建成
