城市,行政区,小区地址,小区名称,小区户型,户型类型,面积,租金,租金付款方式,更新时间
杭州,下城-石桥,兴业路117号,杨家春晓南苑,3室1厅,1.标准平面,18,1580,付1押1,2019年7月9日
杭州,拱墅-桥西,"后横港路,近桥弄街",九龙仓碧玺,3室1厅,1.标准平面,14,1290,付1押1,2019年7月4日
杭州,上城-近江,近江北路41-63号,华龙坊,3室1厅,1.标准平面,16,1720,付1押1,2019年7月15日
杭州,上城-湖滨,柳营路22号,广宇元华公寓,3室2厅,1.标准平面,180,18888,面议,2019年7月15日
杭州,钱塘新区-金沙湖,"海达南路,近东侧支路",智格豪城,3室1厅,1.标准平面,18,1760,付1押1,2019年7月11日
杭州,江干-南肖埠,双菱路145号,南肖埠北景西苑,3室1厅,1.标准平面,18,1760,付1押1,2019年7月11日
杭州,西湖-翠苑,隐秀路380号,庆隆苑西区,3室1厅,1.标准平面,16,1260,付1押1,2019年7月15日
杭州,下城-长庆,"长宁街,近池塘巷",青云街小区,3室1厅,1.标准平面,15,1520,付1押1,2019年7月9日
杭州,下城-凤起,凤起路479号,龙兴桥河下,1室厅,1.标准平面,20,1640,付1押1,2019年7月15日
杭州,西湖-西湖三墩,灯彩街50号,金厦公寓,5室2厅,1.标准平面,135,5500,付3押1,2019年7月16日
杭州,滨江-长河,平安路38号,铂金名筑,3室1厅,1.标准平面,17,1700,付1押1,2019年7月11日
杭州,江干-九堡客运站,杭海路1203号,海天公寓,3室1厅,1.标准平面,20,1260,付1押1,2019年7月15日
杭州,拱墅-汽车北站,"丰庆路,近祥符路",汉嘉申花郡,3室1厅,1.标准平面,20,1500,付1押1,2019年7月16日
杭州,余杭-余杭三墩,金家渡路318号,亲亲家园二期,3室2厅,1.标准平面,126,3888,付3押1,2019年7月16日
杭州,萧山-北干,"金城路,近风情大道",中国铁建江南国际城,3室1厅,1.标准平面,18,1860,付1押1,2019年7月10日
杭州,滨江-浦沿,"滨文路,近明德路",江畔云庐,3室1厅,1.标准平面,16,1820,付1押1,2019年7月17日
杭州,余杭-未来科技城,"荆长大道,近红旗道",飞鸟客,3室1厅,1.标准平面,17,1340,付1押1,2019年7月15日
杭州,西湖-紫金港,申花路388号,广宇西城年华,3室1厅,1.标准平面,18,1360,付1押1,2019年7月11日
杭州,滨江-长河,"天官路,近光裕路",湖漫雅筑,3室1厅,1.标准平面,17,1960,付1押1,2019年7月5日
杭州,钱塘新区-下沙江湾,学源街339号,丽泽苑,3室1厅,1.标准平面,18,1360,付1押1,2019年7月17日
杭州,萧山-钱江世纪城,"利华路,近生兴路",滨江碧桂园翡翠江南,3室1厅,1.标准平面,18,1520,付1押1,2019年7月5日
杭州,下城-凤起,凤起路75-117号,凤起苑,3室1厅,1.标准平面,18,2240,付1押1,2019年7月6日
杭州,下城-石桥,兴业街146号,景洲公寓,3室1厅,1.标准平面,15,1500,付1押1,2019年7月5日
杭州,西湖-西湖三墩,振华路10号,中旅紫金名门,3室1厅,1.标准平面,18,1700,付1押1,2019年7月10日
杭州,上城-湖滨,柳营路1号,柳营新村,3室1厅,1.标准平面,18,1900,付1押1,2019年7月10日
杭州,西湖-九莲,保俶北路28号,保俶北路28号小区,3室1厅,1.标准平面,17,1560,付1押1,2019年7月11日
杭州,江干-彭埠,同协南路5号,白石嘉苑,3室1厅,1.标准平面,18,1500,付1押1,2019年7月17日
杭州,拱墅-拱宸桥,杭印路,五洋运河人家,3室1厅,1.标准平面,15,1540,付1押1,2019年7月16日
杭州,下城-孩儿巷,环城西路28号,锦绣天地商务中心,1室1厅,1.标准平面,77,5000,面议,2019年7月13日
杭州,西湖-松木场,天目山路101号,天目山路小区,1室厅,1.标准平面,17,2240,付1押1,2019年7月2日
杭州,西湖-古荡,文三西路13号,古荡新村西区,2室1厅,1.标准平面,80,2700,面议,2019年7月6日
杭州,江干-闸弄口,机场路35-49号,京惠花园,3室1厅,1.标准平面,15,1540,付1押1,2019年7月15日
杭州,杭州周边-绍兴,"鼓山西路,近新和成路",绿城兰园,3室1厅,1.标准平面,20,2000,付1押1,2019年7月11日
杭州,西湖-西湖三墩,"池华街,近厚仁路",金地自在城东苑,3室2厅,1.标准平面,90,3800,付3押1,2019年7月14日
杭州,江干-九堡科技园,九华路,海棠公寓,3室1厅,1.标准平面,17,1080,付1押1,2019年7月11日
杭州,余杭-闲林,"上仓路,近和睦路",青枫墅园鹭语阁,3室1厅,1.标准平面,20,1520,付1押1,2019年7月16日
杭州,钱塘新区-下沙物美,文渊北路,东城大厦,3室1厅,1.标准平面,20,1500,付1押1,2019年7月5日
杭州,下城-东新,"东新路,近沈家路",俞汇巷小区,3室1厅,1.标准平面,18,1460,付1押1,2019年7月17日
杭州,西湖-西湖三墩,"墩祥街,近清池路",中海紫藤苑,3室1厅,1.标准平面,20,1280,付1押1,2019年7月3日
杭州,余杭-未来科技城,"常二路,近文一西路",富力新线公园,4室2厅,1.标准平面,133,5800,付3押1,2019年7月17日
杭州,拱墅-汽车北站,莫干山路726号,化纤公寓,3室1厅,1.标准平面,15,2400,付1押1,2019年7月16日
杭州,下城-石桥,华丰路60号,田逸之星大厦,3室1厅,1.标准平面,16,1220,付1押1,2019年7月11日
杭州,西湖-留下,留泗路东山里28号,留泗路东山里28号办公楼,3室1厅,1.标准平面,18,1360,付1押1,2019年7月5日
杭州,钱塘新区-下沙江湾,学林街323号,宝龙云滨湾(别墅),3室1厅,1.标准平面,18,1480,付1押1,2019年7月17日
杭州,钱塘新区-金沙湖,"银沙路,近高沙路",新沙家园,3室1厅,1.标准平面,18,1200,付1押1,2019年7月17日
杭州,余杭-余杭三墩,"古墩路,近池华街",铭雅苑西区,3室1厅,1.标准平面,15,1540,付1押1,2019年7月11日
杭州,江干-南肖埠,双菱路145号,南肖埠北景西苑,3室1厅,1.标准平面,16,2180,付1押1,2019年7月11日
杭州,萧山-开发区,"振宁路,近金鸡路",万科大家世纪之光,3室2厅,1.标准平面,89,5300,面议,2019年7月16日
杭州,江干-艮北新城,九和路516号,地铁绿城杨柳郡(商住楼),3室1厅,1.标准平面,15,1280,付1押1,2019年7月15日
杭州,西湖-翠苑,学院路189号,翠苑二区社区北区,3室1厅,1.标准平面,18,1400,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,市心北路785号,顺发和美家,3室1厅,1.标准平面,20,1800,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,"民和路,近利丰路",丰北二苑,3室1厅,1.标准平面,17,2240,付1押1,2019年7月11日
杭州,钱塘新区-下沙江湾,学林街323号,宝龙云滨湾(别墅),3室1厅,1.标准平面,20,1780,付1押1,2019年7月15日
杭州,钱塘新区-金沙湖,海通街229号,东岸嘉园二区,3室1厅,1.标准平面,17,1320,付1押1,2019年7月17日
杭州,上城-湖滨,板桥路5号,五福里,3室1厅,1.标准平面,17,2000,付1押1,2019年7月11日
杭州,西湖-古荡,文三西路13号,古荡新村西区,1室1厅,1.标准平面,59,1800,面议,2019年7月12日
杭州,西湖-紫金港,申花路789号,剑桥公社,3室1厅,1.标准平面,20,1500,付1押1,2019年7月11日
杭州,滨江-长河,天官路,环亚航银座,3室1厅,1.标准平面,16,1820,付1押1,2019年7月2日
杭州,西湖-学军,"莫干山路,近文三路",沈塘新村,1室1厅,1.标准平面,42,1950,面议,2019年7月18日
杭州,上城-复兴,凤凰山路80号,山南人家,3室1厅,1.标准平面,15,1500,付1押1,2019年7月11日
杭州,下城-长庆,凤起路,青春坊小区,2室1厅,1.标准平面,53,2300,付3押1,2019年7月15日
杭州,余杭-勾庄,"古墩路,近通济路",亲亲家园三期,3室1厅,1.标准平面,16,1680,付1押1,2019年7月12日
杭州,西湖-古荡,天目山路376号,龙都大厦,3室1厅,1.标准平面,18,1100,付1押1,2019年7月11日
杭州,萧山-城厢,城桥路13号,姚家潭公寓,1室厅,1.标准平面,17,1840,付1押1,2019年7月12日
杭州,滨江-西兴,滨安路150-178号,同方燕语林森,3室1厅,1.标准平面,19,1440,付1押1,2019年7月4日
杭州,江干-丁桥,环丁路1560号,广宇上东名筑,3室1厅,1.标准平面,18,1020,付1押1,2019年7月11日
杭州,西湖-西湖三墩,"墩祥街,近清池路",中海紫藤苑,3室2厅,1.标准平面,120,3500,付1押1,2019年7月15日
杭州,西湖-紫金港,申花路389号,丽阳苑,3室1厅,1.标准平面,19,1760,付1押1,2019年7月10日
杭州,江干-钱江新城,新塘路115号,新城时代广场,3室1厅,1.标准平面,17,1960,付1押1,2019年7月11日
杭州,滨江-区政府,滨兴路121号,迎春南苑,4室2厅,1.标准平面,20,1530,付1押1,2019年7月15日
杭州,萧山-钱江世纪城,文明路836号,丰瑞南苑,3室1厅,1.标准平面,18,1580,付1押1,2019年7月5日
杭州,钱塘新区-金沙湖,"学林街,近银沙路",新元金沙城,3室1厅,1.标准平面,20,1880,付1押1,2019年7月10日
杭州,萧山-开发区,"振宁路,近金鸡路",万科大家世纪之光,3室2厅,1.标准平面,89,5300,面议,2019年7月9日
杭州,拱墅-万达广场,通益路861号,深蓝绿景国际,3室1厅,1.标准平面,17,1820,付1押1,2019年7月16日
杭州,拱墅-万达广场,"石祥西路,近丰庆路",赞成星谷,3室1厅,1.标准平面,19,1880,付1押1,2019年7月16日
杭州,江干-凯旋/采荷,采荷路17号,青荷苑社区,3室1厅,1.标准平面,18,1720,付1押1,2019年7月17日
杭州,西湖-紫金港,"竞舟北路,近圣东街",安坝坊,3室1厅,1.标准平面,20,1640,付1押1,2019年7月11日
杭州,萧山-北干,"金山路,近博学路",绿都湖滨花园,3室1厅,1.标准平面,17,1960,付1押1,2019年7月17日
杭州,萧山-钱江世纪城,市心北路785号,顺发和美家,4室2厅,1.标准平面,120,5500,付3押1,2019年7月12日
杭州,钱塘新区-金沙湖,"海通街,近月雅路",头格月雅城,3室1厅,1.标准平面,16,1820,付1押1,2019年7月11日
杭州,江干-笕桥,"开创街,近药香路",龙湖大家九龙仓Z宸府,3室1厅,1.标准平面,18,1220,付1押1,2019年7月10日
杭州,下城-武林,环城北路,环北新村,3室1厅,1.标准平面,18,1780,付1押1,2019年7月9日
杭州,上城-近江,钱江路628-640号,钱塘名都,3室1厅,1.标准平面,16,1920,付1押1,2019年7月12日
杭州,余杭-未来科技城,"闲林港西路,近向往街",EFC欧美金融城,3室1厅,1.标准平面,16,1300,付1押1,2019年7月15日
杭州,拱墅-半山,半山路2号,半山路2号小区,3室1厅,1.标准平面,16,1220,付1押1,2019年7月8日
杭州,拱墅-申花,余杭塘路417号,中天西城纪,3室1厅,1.标准平面,15,1300,付1押1,2019年7月10日
杭州,西湖-世纪新城,毛家桥路15号,毛家桥公寓,3室1厅,1.标准平面,19,2000,付1押1,2019年7月11日
杭州,余杭-未来科技城,文昌路,西溪北苑西区,3室1厅,1.标准平面,18,1240,付1押1,2019年7月9日
杭州,西湖-西溪,"五常港路,近双龙街",西溪里熙园,3室1厅,1.标准平面,16,1320,付1押1,2019年7月10日
杭州,钱塘新区-下沙江湾,学林街323号,宝龙云滨湾(别墅),3室1厅,1.标准平面,18.2,1680,付1押1,2019年7月6日
杭州,上城-近江,"甘王路,近秋涛路",近江新村,3室1厅,1.标准平面,15,1940,付1押1,2019年7月15日
杭州,下城-潮鸣,"东清巷,近马王巷",海狮沟小区,3室1厅,1.标准平面,20,1900,付1押1,2019年7月15日
杭州,滨江-浦沿,东信大道1038号,联庄江涛阁,3室1厅,1.标准平面,17,1300,付1押1,2019年7月10日
杭州,拱墅-和睦,登云路425-1号,通策和睦院(公寓),3室1厅,1.标准平面,18,1740,付1押1,2019年7月16日
杭州,拱墅-拱宸桥,茶汤路,瓜山北苑,3室1厅,1.标准平面,18,1220,付1押1,2019年7月16日
杭州,拱墅-汽车北站,学院北路,新城金玺钰府,3室1厅,1.标准平面,17,986,付1押1,2019年7月16日
杭州,萧山-北干,工人路899号,新白马公寓,3室1厅,1.标准平面,17,1660,付1押1,2019年7月11日
杭州,余杭-五常,五常大道,翡翠城(别墅),3室1厅,1.标准平面,16,1040,付1押1,2019年7月11日
杭州,上城-近江,"衢江路,近富春路",耀江福村,3室1厅,1.标准平面,19,1920,付1押1,2019年7月15日
杭州,西湖-西湖景区,满觉陇路,下满觉陇小区,3室1厅,1.标准平面,17,1540,付1押1,2019年7月11日
杭州,钱塘新区-下沙江滨,12号大街,多蓝水岸,3室1厅,1.标准平面,16,1300,付1押1,2019年7月11日
杭州,西湖-翠苑,文三路486-488号,明珠公寓,3室1厅,1.标准平面,15,1460,付1押1,2019年7月11日
杭州,西湖-西湖三墩,"石祥西路,近紫金港路",宝嘉誉府,3室1厅,1.标准平面,17,1960,付1押1,2019年7月4日
杭州,萧山-蜀山,"晨晖路,近育才路",新城香悦半岛,1室厅,1.标准平面,20,1460,付1押1,2019年7月10日
杭州,下城-石桥,康宁街136号,海辰水岸晶座,3室1厅,1.标准平面,17,1680,付1押1,2019年7月15日
杭州,拱墅-拱宸桥,树人路11号,伟华苑,3室1厅,1.标准平面,18,1420,付1押1,2019年7月16日
杭州,西湖-嘉绿,高技路51-55号,世纪新城,3室2厅,1.标准平面,120,4800,付1押1,2019年7月9日
杭州,下城-天水,天水巷24号,胭脂新村,2室1厅,1.标准平面,65,2800,付3押1,2019年7月16日
杭州,萧山-钱江世纪城,鸿宁路1021号,盈一佳苑,2室1厅,1.标准平面,80,3500,面议,2019年7月15日
杭州,西湖-翠苑,学院路159号,翠苑一区,3室1厅,1.标准平面,18,1640,付1押1,2019年7月11日
杭州,上城-佑圣观路,解放路,南班巷小区,2室1厅,1.标准平面,70,4200,付3押1,2019年7月10日
杭州,拱墅-桥西,广丰街101号,宜家时代,3室1厅,1.标准平面,18,1460,付1押1,2019年7月17日
杭州,萧山-钱江世纪城,飞虹路1261号,丰瑞北苑,3室1厅,1.标准平面,19,2280,付1押1,2019年7月11日
杭州,滨江-西兴,"滨和路,近长河路",滨兴北苑,3室1厅,1.标准平面,17,2340,付1押1,2019年7月5日
杭州,上城-南星,秋涛路37号,秋江雅院,3室1厅,1.标准平面,90,1600,面议,2019年7月12日
杭州,拱墅-德胜,德胜巷82号,盛德欣苑,4室2厅,1.标准平面,150,6500,付3押1,2019年7月11日
杭州,西湖-西湖三墩,振华路,西城博司,3室1厅,1.标准平面,19,1240,付1押1,2019年7月11日
杭州,拱墅-拱宸桥,茶汤路,瓜山北苑,1室厅,1.标准平面,19.8,1560,付1押1,2019年7月2日
杭州,江干-凯旋/采荷,凯旋路117号,凯旋路小区,3室1厅,1.标准平面,17,2400,付1押1,2019年7月15日
杭州,上城-城站,水亭址22号,水亭址22号小区,1室厅,1.标准平面,17,2320,付1押1,2019年7月10日
杭州,萧山-北干,"博奥路,近金惠路",江南之星,3室2厅,1.标准平面,100,4500,付2押1,2019年6月21日
杭州,滨江-区政府,江晖路1930号,东和时代,3室1厅,1.标准平面,18,1840,付1押1,2019年7月6日
杭州,滨江-浦沿,火炬南路1612号,中兴和园(公寓),3室1厅,1.标准平面,20,1640,付1押1,2019年7月17日
杭州,滨江-西兴,西兴路750号,温兴风情苑,3室1厅,1.标准平面,20,1460,付1押1,2019年7月11日
杭州,西湖-九莲,保俶北路12号,启真名苑,3室1厅,1.标准平面,16,1380,付1押1,2019年7月11日
杭州,滨江-西兴,古塘路31号,河畔花园,3室1厅,1.标准平面,18,2080,付1押1,2019年7月5日
杭州,钱塘新区-金沙湖,"海达南路,近东侧支路",智格豪城,3室1厅,1.标准平面,18,1420,付1押1,2019年7月11日
杭州,钱塘新区-下沙江湾,"23号大街,近学府街",蒲公英天地,3室1厅,1.标准平面,18.54,1250,付1押1,2019年7月11日
杭州,钱塘新区-金沙湖,"海达南路,近金沙大道",龙湖滟澜星座,3室1厅,1.标准平面,20,1000,付1押1,2019年7月17日
杭州,萧山-钱江世纪城,市心北路737号,顺发佳境天城(公寓),3室1厅,1.标准平面,18,1600,付1押1,2019年7月11日
杭州,钱塘新区-下沙江湾,学源街339号,丽泽苑,3室1厅,1.标准平面,16,1060,付1押1,2019年7月17日
杭州,滨江-西兴,西兴路750号,温兴风情苑,3室1厅,1.标准平面,19,1620,付1押1,2019年7月11日
杭州,滨江-区政府,"扬帆路,近滨盛路",绿地旭辉城,3室2厅,1.标准平面,89,7200,付3押1,2019年7月14日
杭州,下城-石桥,"华丰路,近华中路",亿城雅苑,3室1厅,1.标准平面,17,1320,付1押1,2019年7月5日
杭州,下城-孩儿巷,武林路152号,武林路152号小区,3室1厅,1.标准平面,16,1440,付1押1,2019年7月2日
杭州,余杭-五常,"城西高教路,近青石滩河路",溪悦宸府,3室1厅,1.标准平面,17,1900,付1押1,2019年7月16日
杭州,滨江-浦沿,"滨文路,近西浦路",万科璞悦湾,3室1厅,1.标准平面,18,2100,付1押1,2019年7月9日
杭州,滨江-浦沿,浦沿路789号,积家(公寓),3室1厅,1.标准平面,18,1900,付1押1,2019年7月11日
杭州,江干-南肖埠,凯旋路258号,华家池小区,1室1厅,1.标准平面,32,4100,付1押1,2019年7月11日
杭州,江干-彭埠,同协南路5号,白石嘉苑,3室1厅,1.标准平面,18,1420,付1押1,2019年7月11日
杭州,下城-天水,"中河北路,近体育场路",玄坛公寓,3室1厅,1.标准平面,18,1980,付1押1,2019年7月10日
杭州,钱塘新区-金沙湖,幸福南路1288号,金沙国际,3室1厅,1.标准平面,17,1380,付1押1,2019年7月11日
杭州,滨江-彩虹城,伟业路,国信嘉园(别墅),1室厅,1.标准平面,16,1920,付1押1,2019年7月8日
杭州,钱塘新区-下沙江湾,学林街323号,宝龙云滨湾(别墅),3室1厅,1.标准平面,15,1200,付1押1,2019年7月10日
杭州,下城-潮鸣,庆春路16-24号,宏盛公寓,3室1厅,1.标准平面,16,1880,付1押1,2019年7月11日
杭州,拱墅-万达广场,"石祥西路,近丰庆路",赞成星谷,3室1厅,1.标准平面,19,1880,付1押1,2019年7月16日
杭州,西湖-嘉绿,高技路51-55号,世纪新城,3室1厅,1.标准平面,17,1900,付1押1,2019年7月11日
杭州,江干-凯旋/采荷,采荷支路1号,采荷支路1号小区,3室1厅,1.标准平面,16,2380,付1押1,2019年7月15日
杭州,西湖-嘉绿,文三西路178号,富丽苑,2室1厅,1.标准平面,16.74,1760,付1押1,2019年7月5日
杭州,萧山-开发区,"市心北路,近建设三路",大成名座,3室1厅,1.标准平面,130,5300,付3押1,2019年7月16日
杭州,江干-钱江新城,"杭海路,近庆春东路",和谐嘉园北苑,1室1厅,1.标准平面,15,1900,付1押1,2019年7月17日
杭州,下城-武林,体育场路370号,浙江文化大厦,1室厅,1.标准平面,55,6022,付1押1,2019年6月28日
杭州,下城-天水,慎修里1号,慎修里1号小区,3室1厅,1.标准平面,18,1600,付1押1,2019年7月11日
杭州,余杭-乔司,"乔安路,近乔中路",乔中永和苑(北区),3室1厅,1.标准平面,15,1000,付1押1,2019年7月4日
杭州,余杭-未来科技城,"文二西路,近常二路",泰禾杭州院子,2室1厅,1.标准平面,15.2,1540,付1押1,2019年7月5日
杭州,江干-凯旋/采荷,凯旋路151号,凯旋金牛坊,3室1厅,1.标准平面,17,1860,付1押1,2019年7月17日
杭州,下城-朝晖,朝晖路213号,中山花园,3室1厅,1.标准平面,19,2080,付1押1,2019年7月17日
杭州,拱墅-桥西,"小河路,近文岚路",德信臻园,3室1厅,1.标准平面,18,2220,付1押1,2019年7月9日
杭州,萧山-钱江世纪城,"金鸡路,近奔竞大道",龙湖天璞,3室1厅,1.标准平面,15,1220,付1押1,2019年7月11日
杭州,江干-三里亭,"尧典桥路,近池塘庙路",三里亭苑三区,3室1厅,1.标准平面,17,1400,付1押1,2019年7月10日
杭州,滨江-区政府,"滨盛路,近西兴路",寰宇天下E区,3室1厅,1.标准平面,17,1580,付1押1,2019年7月9日
杭州,江干-九堡客运站,杨公南路,圆梦园公寓,3室1厅,1.标准平面,16,1740,付1押1,2019年7月11日
杭州,江干-三里亭,尧典桥路292号,三里家园一小区,3室1厅,1.标准平面,15,1180,付1押1,2019年7月11日
杭州,拱墅-拱宸桥,永庆路120号,左岸花园,3室1厅,1.标准平面,17,1500,付1押1,2019年7月16日
杭州,江干-钱江新城,太平门直街530号,钱江六苑,3室1厅,1.标准平面,15,2140,付1押1,2019年7月17日
杭州,西湖-紫金港,余杭塘路418号,紫金文苑,3室1厅,1.标准平面,15,1300,付1押1,2019年7月11日
杭州,余杭-未来科技城,"文一西路,近荆长路",西溪泊岸,3室1厅,1.标准平面,17,1820,付1押1,2019年7月5日
杭州,钱塘新区-下沙江湾,学林街323号,宝龙云滨湾(别墅),3室1厅,1.标准平面,17,1080,付1押1,2019年7月17日
杭州,拱墅-大关,德苑路44号,大关南六苑,3室1厅,1.标准平面,17,1620,付1押1,2019年7月11日
杭州,萧山-钱江世纪城,"金鸡路,近奔竞大道",龙湖天璞,3室1厅,1.标准平面,15,1920,付1押1,2019年7月17日
杭州,拱墅-桥西,花园岗街46号,锦文雅苑(东区),3室1厅,1.标准平面,16,1060,付1押1,2019年7月15日
杭州,江干-城东新城,"明月桥路,近环站南路",明月嘉苑一区,1室厅,1.标准平面,20,1880,付1押1,2019年7月15日
杭州,江干-艮北新城,建华路,交通晓时代,3室1厅,1.标准平面,19,1260,付1押1,2019年7月11日
杭州,拱墅-申花,月亮路,中粮大悦城天悦,3室1厅,1.标准平面,18,1420,付1押1,2019年7月4日
杭州,江干-彭埠,"环站东路,近新塘路",新和嘉苑,3室1厅,1.标准平面,18,1860,付1押1,2019年7月17日
杭州,钱塘新区-下沙江滨,27号路60号,朗诗国际街区,3室1厅,1.标准平面,17,1060,付1押1,2019年7月6日
杭州,滨江-区政府,江晖路1062号,中赢云际,3室1厅,1.标准平面,19,2040,付1押1,2019年7月5日
杭州,西湖-古墩路,古墩路675号,圣苑小区,2室1厅,1.标准平面,90,4300,面议,2019年7月16日
杭州,拱墅-和睦,和睦路248号,协安景上公寓,1室厅,1.标准平面,18,1960,付1押1,2019年7月9日
杭州,上城-近江,近江路8号,尚筑金座,3室1厅,1.标准平面,17,2000,付1押1,2019年7月15日
杭州,余杭-五常,五常大道,翡翠城(别墅),3室1厅,1.标准平面,15,1140,付1押1,2019年7月16日
杭州,萧山-钱江世纪城,利华路66号,江南明城,3室2厅,1.标准平面,165,6300,付3押1,2019年7月16日
杭州,下城-东新,漾河弄13号,漾河公寓,3室1厅,1.标准平面,16,1500,付1押1,2019年7月17日
杭州,拱墅-和睦,戴陈弄23号,戴陈弄23号小区,1室厅,1.标准平面,19,1680,付1押1,2019年7月9日
杭州,西湖-文苑,文二西路176号,恩济花苑,2室2厅,1.标准平面,80,3500,面议,2019年7月16日
杭州,江干-景芳,水香街150号,水湘人家西苑,3室1厅,1.标准平面,17,1460,付1押1,2019年7月11日
杭州,滨江-区政府,"丹枫路,近睿祥路",缤纷小区,2室1厅,1.标准平面,60,4500,面议,2019年7月13日
杭州,滨江-彩虹城,东信大道1222号,六合天寓,4室2厅,1.标准平面,180,6300,面议,2019年7月10日
杭州,下城-石桥,石桥路344号,天堂园社区汽轮宿舍,3室1厅,1.标准平面,18,1340,付1押1,2019年7月5日
杭州,滨江-区政府,"月明路,近西兴路",新州花苑东区,3室1厅,1.标准平面,16,1500,付1押1,2019年7月3日
杭州,江干-钱江新城,庆和路69号,新城国际花园彩园,3室1厅,1.标准平面,18,1720,付1押1,2019年7月11日
杭州,下城-宝善,大树路10号,石板巷新村,3室1厅,1.标准平面,18,1980,付1押1,2019年7月10日
杭州,西湖-文新,文一西路320号,高教新村,2室1厅,1.标准平面,80,4300,付3押1,2019年7月6日
杭州,下城-建国路,建国北路370号,锦园小区,3室1厅,1.标准平面,95,3600,付3押1,2019年7月16日
杭州,西湖-转塘,320国道,中天之江诚品,3室1厅,1.标准平面,16,1760,付1押1,2019年7月8日
杭州,萧山-北干,工人路558号,怡佳公寓,3室1厅,1.标准平面,18,1220,付1押1,2019年7月11日
杭州,江干-闸弄口,艮山西路95号,绿地华家池印(公寓),3室1厅,1.标准平面,15,1920,付1押1,2019年7月10日
杭州,江干-九堡科技园,九昌路,天阳九筑,3室1厅,1.标准平面,18,1840,付1押1,2019年7月17日
杭州,余杭-未来科技城,水城北路,欧美金融城西溪丽晶,3室1厅,1.标准平面,17,1900,付1押1,2019年7月10日
杭州,下城-三塘,颜三路91-121号,灯塔新村,1室厅,1.标准平面,20,1620,付1押1,2019年7月11日
杭州,滨江-浦沿,"西浦路,近冠山路",钱塘福苑,3室1厅,1.标准平面,16,1720,付1押1,2019年7月11日
杭州,江干-火车东站,"新风路,近环站北路",明桂北苑,3室1厅,1.标准平面,18,1260,付1押1,2019年7月11日
杭州,江干-丁桥,临丁路639号,大唐城,3室1厅,1.标准平面,16,1180,付1押1,2019年7月3日
杭州,下城-三塘,香积寺路38号,三塘竹园,3室1厅,1.标准平面,18,1640,付1押1,2019年7月4日
杭州,萧山-北干,风情大道,苏黎士小镇,3室1厅,1.标准平面,19,1380,付1押1,2019年7月17日
杭州,下城-东新,"东新路,近沈家路",俞汇巷小区,1室厅,1.标准平面,18,2180,付1押1,2019年7月11日
杭州,下城-凤起,凤起路479号,龙兴桥河下,1室厅,1.标准平面,16,2000,付1押1,2019年7月15日
杭州,上城-近江,近江东路2号,世纪坊,3室1厅,1.标准平面,18,1820,付1押1,2019年7月15日
杭州,萧山-北干,"博学路,近金鸡路",丰润家园,2室2厅,1.标准平面,74,3400,面议,2019年7月10日
杭州,下城-天水,耶稣堂弄1-17号,耶稣堂弄小区,3室1厅,1.标准平面,17,1960,付1押1,2019年7月11日
杭州,杭州周边-嘉兴,江南大道2388号,开元名都,3室2厅,1.标准平面,140,6000,面议,2019年6月24日
杭州,拱墅-大关,"大关苑路,近盛苑路",大关东七苑,3室1厅,1.标准平面,17,1560,付1押1,2019年7月11日
杭州,余杭-勾庄,"古墩路,近通济路",亲亲家园三期,3室2厅,1.标准平面,120,3500,付1押1,2019年7月12日
杭州,西湖-西湖三墩,甲来路82号,都市阳光和苑,3室1厅,1.标准平面,18,1640,付1押1,2019年7月11日
杭州,江干-三里亭,天城路168号,蓝天城市花园,1室厅,1.标准平面,18,1920,付1押1,2019年7月8日
杭州,余杭-未来科技城,"荆长大道,近红旗道",飞鸟客,3室1厅,1.标准平面,17,1340,付1押1,2019年7月15日
杭州,西湖-紫金港,余杭塘路866号,港湾家园,3室1厅,1.标准平面,16,1380,付1押1,2019年7月9日
杭州,上城-湖滨,开元路74号,开元路74号小区,2室1厅,1.标准平面,20,2140,付1押1,2019年6月29日
杭州,江干-凯旋/采荷,庆春东路111-139号,建电新村,3室1厅,1.标准平面,20,2140,付1押1,2019年7月15日
杭州,西湖-嘉绿,高技路51-55号,世纪新城,3室1厅,1.标准平面,17,1500,付1押1,2019年7月10日
杭州,余杭-乔司,"耕读路,近翁梅街",翁梅新苑(三区),3室1厅,1.标准平面,17,1180,付1押1,2019年7月9日
杭州,西湖-西湖三墩,公平路,同仁家园,3室1厅,1.标准平面,18,980,付1押1,2019年7月10日
杭州,江干-艮北新城,杭海路878号,金海城,3室1厅,1.标准平面,18,1420,付1押1,2019年7月15日
杭州,江干-九堡科技园,"三卫路,近红普路",三卫家园南苑,3室1厅,1.标准平面,16,1980,付1押1,2019年7月10日
杭州,上城-近江,近江北路41-63号,华龙坊,3室1厅,1.标准平面,16,1680,付1押1,2019年7月17日
杭州,江干-闸弄口,机场路里街99号,运瑞大厦,3室1厅,1.标准平面,17,1840,付1押1,2019年7月15日
杭州,拱墅-汽车北站,莫干山路1321号,新华苑,3室1厅,1.标准平面,16,1100,付1押1,2019年7月16日
杭州,西湖-西湖三墩,振华路1号,首开国风美域,3室1厅,1.标准平面,15,1760,付1押1,2019年7月11日
杭州,拱墅-桥西,湖州路389号,新安天苑,3室1厅,1.标准平面,18,1480,付1押1,2019年7月14日
